model;;MLP-FLS;MLP-FLS;MLP-FLS;MLP-FLS;MLP-FLS;MLP-FLS;MLP-FLS;MLP-FLS;MLP-FLS;CNN-FLS;CNN-FLS;CNN-FLS;CNN-FLS;CNN-FLS;CNN-FLS;CNN-FLS;CNN-FLS;CNN-FLS;RNN-FLS;RNN-FLS;RNN-FLS;RNN-FLS;RNN-FLS;RNN-FLS;RNN-FLS;RNN-FLS;RNN-FLS
Math;37;8;8;7;8;7;7.6;0.5477225575051661;7;8;426;1171.5;104.5;292;94;417.6;443.5537453342041;94;1171.5;94;64;28;37;64;57.4;26.015380066414558;28;94
Math;38;2;1;5;13;27;9.6;10.807404868885037;1;27;3774;1557;4661;978;2612;2716.4;1522.9190063821516;978;4661;10;9;21;2;5;9.4;7.231873892705819;2;21
Math;39;340;52;756;136;637;384.2;306.6173511072066;52;756;690.5;796.5;80;149;144;372.0;342.2789432611945;80;796.5;357;399;117;667;151;338.2;221.43441466944563;117;667
Math;40;63;37;37;32;39;41.6;12.239281024635394;32;63;1272;56;252;510.5;1469;711.9;626.3360120574259;56;1469;96;50;53;53;74;65.2;19.715476154534034;50;96
Math;41;28;11;4;30;44;23.4;15.962455951387932;4;44;515.5;59;364;566;281;357.1;202.1337428535869;59;566;18;17;10;28;11;16.8;7.19027120489902;10;28
Math;42;9;15;48;38;69;35.8;24.52957398733211;9;69;1704;3529;4467;131.5;2915;2549.3;1683.1080476309296;131.5;4467;121;581;270;456;608;407.2;208.3523457991294;121;608
Math;43;528;230;594;436;189;395.4;179.32596019539392;189;594;500.5;1302;689.5;1671.5;47;842.1;646.446768883564;47;1671.5;117;234;90;145;64;130.0;65.50954128979991;64;234
Math;44;10;6;11;7;8;8.4;2.073644135332772;6;11;1342;2493;2130;2358;798.5;1824.3;726.348194738584;798.5;2493;241;121;55;106;35;111.6;80.52204667046162;35;241
Math;45;2;5;3;2;4;3.2;1.3038404810405297;2;5;131;871;44.5;460.5;1028.5;507.1;436.43518991941977;44.5;1028.5;2;1;1;1;1;1.2;0.44721359549995804;1;2
Math;46;2;2;2;2;2;2.0;0.0;2;2;1688;2057;2437;1908;2464;2110.8;336.87490259738854;1688;2464;1;2;2;1;2;1.6;0.5477225575051661;1;2
Math;47;2;2;2;2;2;2.0;0.0;2;2;357;841;1709;141;1695.5;948.7;733.1189876138798;141;1709;5;5;4;4;5;4.6;0.5477225575051662;4;5
Math;48;33;21;18;44;35;30.2;10.66302021005306;18;44;1833;669;132;172;631;687.4;687.3909368037957;132;1833;280;316;285;373;267;304.2;42.45821475286025;267;373
Math;49;25;20;17;41;10;22.6;11.631852818876277;10;41;1013;239;790.5;889;1493;884.9;450.6412653097805;239;1493;19;13;15;9;15;14.2;3.63318042491699;9;19
Math;50;1;1;1;1;1;1.0;0.0;1;1;39;2079;2110;2208;1931;1673.4;919.041511576055;39;2208;1;1;1;1;1;1.0;0.0;1;1
Math;51;374;29;33;29;32;99.4;153.5164486301061;29;374;488.5;1989.5;2311.5;1998;2101;1777.7;732.2727121776422;488.5;2311.5;464;58;43;47;45;131.4;186.01962262084075;43;464
Math;52;22;16;24;26;4;18.4;8.87693640846886;4;26;2311.5;5;1796;15;150;855.5;1110.4049936847366;5;2311.5;27;30;30;28;30;29.0;1.4142135623730951;27;30
Math;53;3;3;2;3;3;2.8;0.4472135954999579;2;3;662;571;447;234;573.5;497.5;165.997740948484;234;662;18;19;23;21;18;19.8;2.16794833886788;18;23
Math;54;18;15;10;2;25;14.0;8.631338250816034;2;25;2429.5;1025;245;985;672.5;1071.4;820.9920371112013;245;2429.5;22;20;16;19;19;19.2;2.16794833886788;16;22
Math;55;1;1;1;1;1;1.0;0.0;1;1;461.5;112;314;743;524;430.9;235.7823148584304;112;743;3;3;5;4;4;3.8;0.8366600265340756;3;5
Math;56;6;3;11;5;1;5.2;3.7682887362833544;1;11;465.5;2043.5;1606.5;2159;1805;1615.9;677.6921683183302;465.5;2159;3;1;5;7;1;3.4;2.6076809620810595;1;7
Math;57;12;10;3;7;2;6.8;4.324349662087931;2;12;724.5;2059.5;1150;656;820;1082.0;578.3719607657342;656;2059.5;1110;119;21;1667;3;584.0;761.6298313485364;3;1667
Math;58;1482;946;719;1553;1795;1299.0;448.6173202184686;719;1795;1173;2067;2584;1068;1952.5;1768.9;639.0066901058235;1068;2584;2724;2775;2788;2758;2812;2771.4;33.02726146685492;2724;2812
Math;59;1;2;1;2;2;1.6;0.5477225575051661;1;2;461;1671;2211;1560;747;1330.0;714.2114532825696;461;2211;3;3;3;2;2;2.6;0.5477225575051661;2;3
Math;60;37;37;33;37;30;34.8;3.1937438845342623;30;37;491;1670;734;1568.5;1668;1226.3;568.3517396823908;491;1670;53;35;39;71;36;46.8;15.336231610144651;35;71
Math;61;4;5;8;5;7;5.8;1.6431676725154984;4;8;51;1569.5;602.5;136.5;344;540.7;613.2135231711709;51;1569.5;120;25;98;209;75;105.4;67.80339224552117;25;209
Math;62;478;876;155;106;134;349.8;330.63454145022416;106;876;1266;281;1486;524.5;2041;1119.7;717.9926531657549;281;2041;78;98;76;5;301;111.6;111.59883511936852;5;301
Math;63;4;3;4;1;4;3.2;1.3038404810405297;1;4;178;1173;1275.5;1351;1198.5;1035.2;484.23168524994315;178;1351;11;12;12;10;11;11.2;0.8366600265340756;10;12
Math;64;6;7;15;8;10;9.2;3.5637059362410923;6;15;55;376;164;70;80.5;149.1;133.71910858213198;55;376;136;146;159;149;161;150.2;10.183319694480774;136;161
Math;65;49;19;72;19;59;43.6;23.891421054428722;19;72;1886;2787.5;3102;2588;1216;2315.9;759.7684186645297;1216;3102;51;29;55;8;32;35.0;18.907670401189037;8;55
Math;66;133;219;127;76;168;144.6;52.993395814950375;76;219;100.5;109;48;133;306;139.3;98.21888820384804;48;306;921;1194;1537;606;1195;1090.6;348.0176719650886;606;1537
Math;67;233;32;71;94;204;126.8;87.19919724401137;32;233;637;216;644;354;154;401.0;230.3193435211207;154;644;56;174;21;18;224;98.6;94.5293605183067;18;224
Math;68;60;152;197;228;274;182.2;81.5303624424668;60;274;247;207;4;187;326;194.2;118.90206053723374;4;326;165;209;158;177;176;177.0;19.557607215607945;158;209
Math;69;54;74;3;18;8;31.4;31.061229853307484;3;74;2507.5;2436.5;2247;2558;3196;2589.0;359.26052524595576;2247;3196;43;63;31;41;39;43.4;11.865917579353061;31;63
Math;70;1;1;1;1;1;1.0;0.0;1;1;22;20;95;134.5;35;61.3;51.077881710188414;20;134.5;1;1;2;1;3;1.6;0.8944271909999159;1;3
Math;71;2;2;2;2;2;2.0;0.0;2;2;23.5;28;271.5;442;190;191.0;176.144471954132;23.5;442;35;35;38;25;70;40.6;17.155174146594955;25;70
Math;72;2;3;12;3;12;6.4;5.128352561983234;2;12;30;28;15;57;51;36.2;17.369513522260778;15;57;3;6;1;2;14;5.2;5.263078946776307;1;14
Math;73;6;5;1;14;12;7.6;5.319774431308154;1;14;212;208.5;82;83;84;133.9;69.71226577869923;82;212;32;15;15;39;31;26.4;10.85357084097211;15;39
Math;74;1280;2039;1665;626;2397;1601.4;686.1525340622156;626;2397;1400;1504;3646;2169;2554;2254.6;911.9626088826229;1400;3646;4451;4426;4457;4406;4410;4430.0;23.24865587512534;4406;4457
Math;75;1;1;1;1;4;1.6;1.3416407864998738;1;4;40.5;98;74;41;110;72.7;31.917080066948483;40.5;110;4;2;3;4;1;2.8;1.3038404810405297;1;4
Math;76;145;70;260;92;69;127.2;80.39091988527063;69;260;3353;3604;4324;4091;4620;3998.4;517.9452673787067;3353;4620;84;80;82;70;68;76.8;7.293833011524188;68;84
Math;77;7;5;6;6;4;5.6;1.1401754250991378;4;7;2641;588.5;378.5;137.5;469;842.9;1018.6928756990499;137.5;2641;28;26;15;20;26;23.0;5.385164807134504;15;28
Math;78;16;26;13;15;39;21.8;10.848963084092414;13;39;358.5;339;267;372;231;313.5;61.371817636436354;231;372;48;22;31;181;224;101.2;94.179084726918;22;224
Math;79;28;35;6;20;28;23.4;11.081516141756055;6;35;13;182.5;78;144.5;183;120.2;73.63474044226679;13;183;23;23;32;33;53;32.8;12.255610959882823;23;53
Math;80;35;6;5;1;8;11.0;13.656500283747663;1;35;998.5;3524.5;2449;3755;932;2331.8;1341.537951382666;932;3755;42;31;12;9;56;30.0;19.912307751739878;9;56
Math;81;10;2;13;28;2;11.0;10.677078252031311;2;28;364.5;319.5;796;302;1216;599.6;400.2548250802231;302;1216;9;11;18;15;8;12.2;4.207136793592526;8;18
Math;82;1291;972;673;1170;977;1016.6;234.757960461408;673;1291;295;584;1229;221.5;79;481.7;456.52239813617035;79;1229;144;1522;181;1195;1187;845.8;638.3742632656802;144;1522
Math;83;119;13;139;48;19;67.6;58.02413291036756;13;139;1575.5;536.5;591;555;1557.5;963.1;551.211551947163;536.5;1575.5;34;35;19;24;38;30.0;8.093207028119323;19;38
Math;84;34;43;16;36;18;29.4;11.823705003085962;16;43;7;164;20;23;83;59.4;65.42400171190998;7;164;73;86;146;27;86;83.6;42.48882205945465;27;146
Math;85;75;65;128;126;123;103.4;30.745731411043064;65;128;146.5;156;267;130;124.5;164.8;58.507050857140285;124.5;267;17;13;51;9;30;24.0;17.029386365926403;9;51
Math;86;17;20;12;1;31;16.2;10.986355173577815;1;31;6;298;243;135;1451;426.6;583.4332009750559;6;1451;65;81;55;56;73;66.0;11.135528725660043;55;81
Math;87;243;1201;582;88;927;608.2;463.0633865897843;88;1201;637;384;336.5;608;1707;734.5;559.5799764108791;336.5;1707;742;684;1786;1779;889;1176.0;558.6810360124997;684;1786
Math;88;2;2;1;1;1;1.4;0.5477225575051661;1;2;307.5;469;232;427;1519.5;591.0;527.5285537295588;232;1519.5;1;1;1;1;1;1.0;0.0;1;1
Math;89;1;1;1;2;1;1.2;0.4472135954999579;1;2;54;95;21;16;86.5;54.5;36.29393888791901;16;95;1;1;1;1;1;1.0;0.0;1;1
Math;90;3;5;5;1;3;3.4;1.6733200530681511;1;5;56;99;82.5;81;85;80.7;15.546703830716016;56;99;5;5;4;5;3;4.4;0.8944271909999159;3;5
Math;91;1;1;2;1;1;1.2;0.4472135954999579;1;2;258;75;204;125;333.5;199.1;103.0148047612575;75;333.5;1;2;1;1;2;1.4;0.5477225575051661;1;2
Math;92;1;1;5;2;2;2.2;1.6431676725154984;1;5;105;128;165.5;163;208;153.9;39.38971947094826;105;208;16;9;14;16;18;14.6;3.4351128074635335;9;18
Math;93;2;2;2;2;2;2.0;0.0;2;2;161;161.5;123;67;158.5;134.2;40.9124064313015;67;161.5;4;5;5;7;7;5.6;1.3416407864998738;4;7
Math;94;108;145;209;165;72;139.8;52.58041460467956;72;209;151;206;153;161.5;142;162.7;25.178363727613437;142;206;51;39;39;34;31;38.8;7.62889244910426;31;51
Math;95;3;4;1;5;8;4.2;2.5884358211089573;1;8;150.5;196;112;69;152;135.9;47.77865632267194;69;196;2;5;3;2;7;3.8;2.16794833886788;2;7
Math;96;8;7;7;6;7;7.0;0.7071067811865476;6;8;119;105;73;118;99;102.8;18.7136313953225;73;119;2;10;5;13;7;7.4;4.277849927241488;2;13
Math;97;15;8;7;4;9;8.6;4.03732584763727;4;15;209;141;63.5;162;191;153.3;56.60123673560499;63.5;209;5;7;7;2;4;5.0;2.1213203435596424;2;7
Math;98;8;8;5;8;9;7.6;1.51657508881031;5;9;682;64.5;290.5;228.5;51;263.3;255.85801726738993;51;682;10;5;9;5;10;7.8;2.588435821108957;5;10
Math;99;7;6;7;8;6;6.8;0.8366600265340756;6;8;113;80;132;83.5;100.5;101.8;21.501744115303765;80;132;21;23;26;29;18;23.4;4.277849927241488;18;29
Math;100;15;14;3;16;14;12.4;5.319774431308154;3;16;43.5;20;437;40;48;117.7;178.81470856727643;20;437;12;4;5;7;9;7.4;3.2093613071762426;4;12
Math;101;12;13;8;11;12;11.2;1.9235384061671343;8;13;34;83;14;21;101;50.6;38.991024608235165;14;101;32;29;38;33;23;31.0;5.522680508593631;23;38
Math;102;1;2;3;1;2;1.8;0.8366600265340756;1;3;281;5;2;268;406;192.4;180.66626691222686;2;406;2;2;1;1;1;1.4;0.5477225575051661;1;2
Math;103;88;130;72;57;61;81.6;29.602364770403057;57;130;228;168;117;217;162.5;178.5;44.947191235938206;117;228;97;178;92;103;189;131.8;47.515260706429885;92;189
Math;104;166;168;167;168;167;167.2;0.8366600265340756;166;168;47;52.5;50;37.5;39;45.2;6.657702306351644;37.5;52.5;161;157;159;159;168;160.8;4.266145801540309;157;168
Math;105;13;4;3;8;32;12.0;11.853269591129697;3;32;17;19;44;19.5;15.5;23.0;11.847995611072786;15.5;44;47;32;37;24;34;34.8;8.348652585896719;24;47
Math;106;6;8;8;1;2;5.0;3.3166247903554;1;8;52;139;5;75;22;58.6;52.414692596637444;5;139;8;6;8;6;8;7.2;1.0954451150103321;6;8
Mockito;1;1;1;1;2;2;1.4;0.5477225575051661;1;2;2426;645;2096;831.5;942;1388.1;812.3061614933129;645;2426;1;1;2;6;2;2.4;2.073644135332772;1;6
Mockito;2;5;2;1;2;1;2.2;1.6431676725154984;1;5;581;380.5;957.5;464.5;372;551.1;242.2476522074053;372;957.5;7;4;3;4;5;4.6;1.51657508881031;3;7
Mockito;3;2;2;1;3;1;1.8;0.8366600265340756;1;3;5;22;1139;922;1182;654.0;592.9709099104273;5;1182;4;7;8;6;10;7.0;2.23606797749979;4;10
Mockito;4;510;192;616;1082;306;541.2;345.06984800182124;192;1082;442.5;263.5;718.5;40.5;663.5;425.7;281.6251054149825;40.5;718.5;122;98;589;20;43;174.4;235.36206151374526;20;589
Mockito;5;3655;2255;353;283;3424;1994.0;1619.594393667748;283;3655;3295;1116;964;1005;1823;1640.6;988.3432096190069;964;3295;1559;3175;3621;3276;2488;2823.8;817.8989546392635;1559;3621
Mockito;6;5;4;4;6;7;5.2;1.3038404810405297;4;7;596;9;159;254;11;205.8;241.58166321142835;9;596;109;39;122;51;150;94.2;47.48368140740564;39;150
Mockito;7;752;1127;1637;1371;761;1129.6;385.4163981981047;752;1637;516;45;562.5;725;614.5;492.6;262.03468281889707;45;725;261;761;151;447;952;514.4;336.5706463730906;151;952
Mockito;8;18;29;75;65;14;40.2;27.97677608303001;14;75;80;179;93;140;167;131.8;43.939731451159325;80;179;19;24;55;58;19;35.0;19.761072845369505;19;58
Mockito;9;2114;2057;1874;1987;2013;2009.0;89.51815458330226;1874;2114;1701;1532.5;1246;2042;511;1406.5;577.5264063226892;511;2042;544;1173;1477;1246;1171;1122.2;346.58577581891615;544;1477
Mockito;10;32;24;16;4;20;19.2;10.35374328443583;4;32;106;585.5;495.5;296.5;37;304.1;237.94101159741254;37;585.5;18;44;25;47;16;30.0;14.577379737113251;16;47
Mockito;11;1;1;1;1;1;1.0;0.0;1;1;706;113;305.5;692;332.5;429.8;259.95927565678437;113;706;1;1;1;2;1;1.2;0.4472135954999579;1;2
Mockito;12;1488;143;1330;1485;1371;1163.4;574.6436286952114;143;1488;1473;985;1194;868;1053.5;1114.7;232.43052725491975;868;1473;20;15;10;16;34;19.0;9.1104335791443;10;34
Mockito;13;34;8;24;18;10;18.8;10.639548862616309;8;34;407;397;209;187;409.5;321.9;113.46827750521288;187;409.5;208;132;274;199;244;211.4;53.50513994000951;132;274
Mockito;14;74;70;107;60;99;82.0;20.03746490951388;60;107;395.5;92;427;467.5;2;276.8;213.70675001038222;2;467.5;260;270;110;285;284;241.8;74.40564494714094;110;285
Mockito;15;615;797;732;382;894;684.0;196.9378074418419;382;894;903.5;470;892.5;567;500;666.6;214.17265231583605;470;903.5;290;312;556;87;242;297.4;169.17387505167576;87;556
Mockito;16;10;4;9;3;21;9.4;7.162401831787993;3;21;401.5;245.5;570;162;390.5;353.9;157.2265085791833;162;570;35;36;12;32;20;27.0;10.535653752852738;12;36
Mockito;17;3;3;1;1;2;2.0;1.0;1;3;365;356.5;306;260;264;310.3;49.54492910480345;260;365;10;29;6;3;6;10.8;10.47377677822093;3;29
Mockito;18;11;6;15;9;8;9.8;3.420526275297414;6;15;255.5;522;274;814;302.5;433.6;238.16890015281172;255.5;814;72;10;74;7;6;33.8;35.82178108358098;6;74
Mockito;20;743;96;337;125;341;328.4;258.6054910476574;96;743;1431;1691;1842;1032;947;1388.6;394.01433984056973;947;1842;81;266;563;192;315;283.4;179.44163396491908;81;563
Mockito;21;3;1;1;1;1;1.4;0.8944271909999161;1;3;172.5;232;635.5;358;516;382.8;193.1199756627988;172.5;635.5;1;1;2;1;1;1.2;0.4472135954999579;1;2
Mockito;22;11;8;8;9;11;9.4;1.51657508881031;8;11;300;778;652.5;599;752;616.3;191.19152700891323;300;778;239;14;304.5;340;23;184.1;155.48488672536635;14;340
Mockito;23;42;50;21;56;50;43.8;13.682105101189656;21;56;35.5;107;529.5;481.5;132;257.1;230.13240753965965;35.5;529.5;17;33;53;51;21;35.0;16.61324772583615;17;53
Mockito;24;1;1;1;1;1;1.0;0.0;1;1;249;676;931.5;1609;992.5;891.6;496.45082838081754;249;1609;6;1;2;1;16;5.2;6.3796551630946325;1;16
Mockito;25;36;42;39;53;55;45.0;8.514693182963201;36;55;950.5;1792;741;824.5;905.5;1042.7;426.44146726133465;741;1792;63;37;45;35;22;40.4;15.093044755780722;22;63
Mockito;26;30;33;5;23;27;23.6;11.036303729057115;5;33;192;852;1187;1166;609;801.2;416.1029920584566;192;1187;22;26;61;243;270;124.4;121.91513441734787;22;270
Mockito;27;69;57;73;56;48;60.6;10.21273714534943;48;73;127;385.5;459.5;454;407.5;366.7;137.5747978373946;127;459.5;12;23;25;5;18;16.6;8.203657720797473;5;25
Mockito;28;1084;1179;1045;1071;937;1063.2;86.83432501033218;937;1179;323;119;38;292.5;228;200.1;119.66014374051203;38;323;945;1226;626;637;219;730.6;378.4260826105939;219;1226
Mockito;29;494;1059;1208;1093;1442;1059.2;349.73947446635185;494;1442;710;1013;1149;1458;1164;1098.8;271.25762662089335;710;1458;895;1382;556;899;985;943.4;295.1665631469798;556;1382
Mockito;30;26;5;4;1;1;7.4;10.549881515922348;1;26;215;116;229.5;207;253;204.1;52.26184076360112;116;253;26;10;16;6;1;11.8;9.654014708917735;1;26
Mockito;31;664;497;589;510;342;520.4;120.21771915986427;342;664;517;517.5;477;229;537;455.5;128.484434854966;229;537;433;583;403;469;400;457.6;75.43076295517632;400;583
Mockito;32;13;55;25;20;3;23.2;19.601020381602584;3;55;903;1083;1452;429;956;964.6;368.20958705606785;429;1452;93;178;140;64;177;130.4;50.83601085844561;64;178
Mockito;33;11;10;3;8;22;10.8;6.978538528947161;3;22;419.5;562;19;711;406.5;423.6;257.7613722030514;19;711;213;174;69;45;156;131.4;71.47936765249116;45;213
Mockito;34;3;2;2;2;1;2.0;0.7071067811865476;1;3;677.5;1215;767;60.5;469;637.8;422.2550473351384;60.5;1215;11;20;9;17;17;14.8;4.604345773288536;9;20
Mockito;35;39;35;48;33;13;33.6;12.876334882255899;13;48;217;433;349.5;314;962.5;455.2;293.979293488504;217;962.5;73;93;19;15;65;53.0;34.438350715445125;15;93
Mockito;36;377;87;104;40;130;147.6;132.3680475039199;40;377;564.5;91;559.5;575;559.5;469.9;211.90605229676666;91;575;159;329;224;35;305;210.4;118.96133825743556;35;329
Mockito;37;2;2;2;4;1;2.2;1.0954451150103321;1;4;786;31;10;862;927;523.2;461.6651383849554;10;927;1;18;4;3;2;5.6;7.021395872616783;1;18
Mockito;38;1367;1367;1367;1367;1367;1367.0;0.0;1367;1367;581;784;769;292.5;379;561.1;222.82796054355475;292.5;784;1247;1349;1332;1183;1352;1292.6;74.75493294759885;1183;1352
Time;5;8;8;9;8;8;8.2;0.4472135954999579;8;9;37;3480.5;3323.5;3078;4158;2815.4;1604.0233555032794;37;4158;13;7;3;4;9;7.2;4.024922359499621;3;13
Time;11;1369;122;661;280;277;541.8;503.3286202869851;122;1369;4299.5;2182;3568;2739;648.5;2687.4;1395.486268295034;648.5;4299.5;670;162;446;326;389;398.6;185.23444604068652;162;670
Time;13;3833;3311;4929;2267;4228;3713.6;1001.3489901128378;2267;4929;2521;3025;887;451;1548;1686.4;1080.834769981055;451;3025;1945;398;2254;1361;840;1359.6;764.4123887012821;398;2254
Time;15;2;2;2;2;2;2.0;0.0;2;2;62;46.5;6;37;56.5;41.6;22.083364779851827;6;62;7;17;6;4;7;8.2;5.06951674225463;4;17
Time;22;11;13;7;21;10;12.4;5.272570530585627;7;21;1088;1299;1291;3965;3219;2172.4;1325.1795350064835;1088;3965;18;48;18;18;30;26.4;13.145341380123986;18;48
Time;23;8;8;8;4;6;6.8;1.7888543819998317;4;8;1278;1122.5;472;1188.5;354.5;883.1;434.4389197574269;354.5;1278;3;1;7;2;9;4.4;3.4351128074635335;1;9
Time;27;3960;4263;1657;1112;2512;2700.8;1385.2348898291582;1112;4263;1585;2042;4413.5;5058;3579;3335.5;1493.8017773453075;1585;5058;740;684;571;364;429;557.6;160.81448939694457;364;740
